n_paragraphs,n_sections,FRE,title_len,art_len,0,1,2,3,4,5,6,7,8,9,2017,2018,2019,2020,2021,2022,top5,top10
21,6,65.73,42,2338,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0
31,5,51.07,46,9971,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
24,7,48.43,49,5286,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
24,4,55.74,29,4472,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
26,7,60.75,26,9457,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
22,2,60.95,24,8823,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
60,1,62.27,24,11768,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
21,9,57.37,57,3523,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0
41,5,65.15,58,11290,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
38,4,62.58,71,7700,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
17,3,62.88,43,2858,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
24,5,55.44,26,9979,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
45,6,63.29,56,10593,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0
50,7,50.57,52,9568,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
55,7,49.75,63,17647,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
21,10,53.21,64,7186,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0
59,25,41.7,40,14332,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
27,12,61.46,42,4512,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
22,1,60.24,26,6397,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
21,1,60.65,61,2959,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
34,1,29.59,59,6595,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
42,8,69.41,45,5126,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
8,2,66.03,37,3843,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
23,7,46.67,29,8176,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
14,6,68.6,44,7055,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
17,4,57.4,46,5097,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
56,4,49.15,55,6688,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
47,3,59.43,85,11540,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
17,1,62.98,25,3480,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
54,5,55.64,52,7902,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
19,6,47.62,51,6259,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
45,10,61.26,45,8310,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
16,7,60.85,58,3865,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0
34,8,51.72,68,5166,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0
18,5,47.12,33,8795,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
25,9,71.44,42,4590,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
21,8,64.95,47,3335,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0
57,5,48.43,52,24701,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
47,4,53.21,49,7843,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0
47,6,46.47,74,11232,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0
34,1,58.52,49,6497,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
22,7,55.37,61,6699,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0
44,1,62.78,110,11557,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0
28,1,59.13,59,8650,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
38,4,57.91,55,6327,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0
28,7,77.43,47,4181,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0
34,7,72.16,43,7686,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
4,1,23.66,22,1992,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
44,1,63.7,90,5556,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0
38,4,64.61,72,8973,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0
14,1,56.39,55,6947,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
13,6,43.87,28,6157,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0
8,1,61.26,37,4043,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
25,4,56.69,21,5380,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0
14,7,66.88,103,6850,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0
15,8,46.47,85,5809,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1.0
59,6,54.63,90,7874,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
25,5,66.44,57,5230,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0
15,3,67.49,29,2811,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
23,2,64.75,26,2946,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
35,6,73.58,46,7582,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
38,1,44.07,83,4258,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0
42,5,43.43,71,6733,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
14,3,45.05,32,2646,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
39,4,61.36,55,7183,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
20,5,66.94,51,2089,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0
31,7,56.96,55,5706,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
42,8,44.14,36,14484,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
28,4,68.2,40,3287,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0
24,1,61.77,72,5290,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
25,4,55.58,31,11210,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
20,5,61.77,45,3768,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0
111,10,60.35,53,30582,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
37,1,63.29,38,12194,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1.0
25,7,61.36,31,10728,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
27,7,74.69,35,3517,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
53,6,57.81,69,22157,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
62,5,56.55,49,7408,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
46,1,69.21,78,4146,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
72,1,54.83,46,5917,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0
27,6,54.63,46,5116,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
25,9,61.16,72,7533,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
14,1,68.81,47,2892,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0
31,4,62.17,59,7869,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
32,7,58.42,46,6982,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0
44,10,74.49,82,9768,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
16,1,73.37,40,4188,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
15,1,64.71,45,3978,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
19,4,56.69,37,8256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
39,5,62.48,52,10183,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0
10,1,66.07,33,3867,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
41,1,50.97,35,9545,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
42,11,61.16,24,9770,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
38,8,66.98,46,8827,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
33,7,58.62,60,12513,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0
35,7,55.88,67,6751,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0
38,8,61.56,36,14677,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,1.0
16,2,47.28,31,3205,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0
10,1,55.54,56,2823,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0
44,1,53.31,40,7464,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0
25,5,55.37,31,9731,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
23,1,64.61,29,4423,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0
8,1,57.61,38,1389,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0
24,3,72.87,51,2577,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
18,8,64.85,32,3982,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0
19,4,54.97,22,4023,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
27,4,54.52,47,7619,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
23,7,60.45,11,5021,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
53,13,21.74,58,12445,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0
45,1,70.84,37,4255,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
43,2,65.52,47,7367,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0
28,8,55.58,58,6360,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
129,9,61.36,26,16692,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
35,6,60.75,73,6951,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0
55,1,55.84,41,5780,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0
36,2,41.9,78,11955,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0
38,7,62.48,47,8209,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
24,2,66.37,19,3466,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
52,4,57.57,60,7599,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
22,5,73.78,73,2754,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
62,11,37.81,47,8210,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
34,4,44.78,73,6000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
45,12,70.63,81,8629,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
39,7,47.38,59,6119,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0
44,1,49.75,27,9720,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
18,1,72.97,47,3692,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
19,1,58.11,23,2768,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
24,4,60.75,52,5742,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
26,5,63.8,39,6931,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
23,4,74.39,33,4552,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0
19,9,70.84,33,7016,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
60,4,53.31,62,10086,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
6,4,66.47,51,602,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
67,1,55.13,51,13234,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
52,8,72.16,60,7380,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
73,9,64.51,41,12755,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
24,4,61.77,32,4507,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
43,13,52.6,39,7732,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
47,4,60.45,35,6909,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0
41,6,69.92,44,8941,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
40,5,44.95,49,7416,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
22,1,59.13,67,5947,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
41,10,61.77,29,6028,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
18,1,58.11,27,3764,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
25,5,56.18,53,3511,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
38,8,39.94,73,8940,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
20,5,70.33,50,5075,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
19,5,50.97,101,6267,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
21,6,54.02,39,2308,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0
23,1,56.66,50,4246,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
148,6,65.83,42,11918,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
47,11,66.33,42,9139,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
24,3,41.9,63,7373,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
31,4,73.17,45,3462,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
21,10,63.9,57,6103,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
13,1,49.04,74,4966,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
48,14,64.1,66,5714,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
57,5,53.41,39,10771,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
38,1,66.17,76,7637,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
13,1,36.02,19,8695,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
29,1,44.14,26,6609,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
14,1,53.81,16,5401,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0
31,10,60.75,62,6591,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
31,7,54.97,40,7170,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
73,21,62.48,64,13241,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
27,6,51.58,35,6218,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0
42,11,58.58,45,3284,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
39,6,72.05,34,10396,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
25,5,72.05,30,2081,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
30,4,62.68,61,6428,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
25,9,70.13,59,7091,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
17,6,70.13,25,7947,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
30,1,64.41,50,4676,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
20,1,68.1,41,3133,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
48,9,63.09,58,9333,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
48,10,51.18,63,13013,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
16,2,48.3,36,3271,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
18,6,57.3,28,3066,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
65,8,56.35,83,11169,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
40,11,58.92,66,7471,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
14,8,64.2,34,3495,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
13,1,73.07,47,2564,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
60,10,71.04,67,11359,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0
40,12,61.46,49,5006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0
36,1,55.44,23,6506,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
56,4,54.93,43,14837,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
17,2,46.64,116,1580,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0
31,4,65.83,39,4352,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0
16,1,59.64,55,5194,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
61,10,50.77,75,13792,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
23,7,60.14,60,6226,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
12,9,49.15,36,4299,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
22,5,64.91,61,9510,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
17,4,49.15,52,3638,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
7,1,63.59,40,1363,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
21,2,58.92,48,3224,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
20,5,42.27,38,5410,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
16,1,67.08,27,2763,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
26,5,59.84,74,5371,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
17,6,61.67,39,4967,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
10,1,54.22,58,2597,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
19,1,54.83,51,3497,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
28,8,52.49,52,4132,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
46,6,53.81,39,12812,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
31,5,47.93,34,9862,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
35,5,60.04,44,8031,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
43,2,64.91,22,5200,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
67,6,54.56,30,19388,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0
101,17,62.78,80,14486,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0
43,7,65.12,30,4559,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
31,6,84.78,1,3817,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
71,15,67.86,49,9232,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
49,9,42.92,35,6861,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
42,7,61.56,60,8625,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
22,3,56.39,60,7645,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
69,13,64.81,20,9541,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
30,1,68.6,71,5918,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
46,8,56.25,82,13289,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
9,1,51.89,70,2163,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0
28,2,52.9,33,3672,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
18,1,63.9,78,3828,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
27,1,54.22,51,3926,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
40,13,71.34,39,8668,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
133,1,59.6,79,23802,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
85,14,64.2,99,10470,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
26,2,58.01,50,4332,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
13,7,61.26,25,2709,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
21,11,65.01,49,2428,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0
56,8,65.93,48,14973,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1.0
32,1,59.64,34,4800,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
20,1,74.59,47,3428,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
43,4,64.41,65,8657,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
66,1,49.96,39,12964,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
44,9,53.92,33,10601,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
12,2,65.93,109,3942,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
44,8,35.47,44,11608,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0
21,6,63.09,33,5084,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
15,1,82.24,35,4421,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
73,2,73.17,203,14232,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
17,1,61.36,33,7528,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
33,6,69.62,30,4466,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
43,7,64.1,50,6072,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
19,5,50.36,98,11939,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0
45,5,60.65,58,5685,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0
25,2,54.97,29,3037,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0
21,2,50.91,80,2376,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
21,7,47.12,61,4743,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
22,7,53.1,57,4822,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0
24,1,62.17,72,5016,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
38,6,70.53,41,5387,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
43,1,55.13,62,15495,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
80,4,47.42,28,10685,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0
18,3,35.1,60,1937,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
37,1,65.73,31,7213,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,1.0
22,5,65.83,31,3863,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
15,6,48.54,35,7650,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
27,10,58.92,39,8411,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
13,8,46.98,51,2134,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0
25,1,56.25,58,4358,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
55,8,58.52,50,17131,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0
29,8,65.25,71,3977,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
45,11,49.25,48,14252,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
