n_paragraphs,n_sections,FRE,title_len,art_len,0,1,2,3,4,5,6,7,8,9,2017,2018,2019,2020,2021,2022,top5,top10
65,9,50.87,71,13696,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0
14,4,54.02,24,4443,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0
11,6,65.15,68,2544,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
32,8,82.34,24,4438,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
30,7,46.17,55,6931,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
25,1,64.41,91,7715,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
19,4,52.19,36,4620,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0
29,1,42.92,91,5345,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
36,7,63.63,78,12111,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0
17,3,64.3,36,2693,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
14,1,60.04,34,8416,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0
33,3,73.68,127,5445,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
84,4,57.27,35,15078,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
15,6,49.75,37,4592,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
22,1,61.67,43,9141,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
26,7,72.05,63,7104,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
51,13,66.94,69,12426,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
60,7,38.62,40,19777,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0
29,1,47.79,86,8523,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
105,7,53.21,93,18270,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
13,1,62.48,38,3349,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0
36,5,65.22,33,6135,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
64,19,59.13,18,14003,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
54,8,66.98,44,18454,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
40,5,54.63,37,10889,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0
26,1,56.55,45,4446,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
68,10,68.2,13,14758,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
16,4,70.73,26,5327,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
24,7,69.31,63,9925,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0
24,1,61.77,58,4980,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
50,6,51.99,26,15769,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
38,1,70.97,29,4621,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
36,3,38.05,96,4955,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
28,6,69.52,60,4903,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
32,3,71.04,50,7361,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0
15,1,60.55,53,5393,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
37,3,68.3,73,6326,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0
35,1,57.71,35,7813,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0
14,9,54.42,41,4923,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
18,1,63.29,43,5125,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0
35,1,50.57,55,9099,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
9,1,66.47,51,2387,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
13,1,59.94,57,3501,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
153,14,49.96,97,50185,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
43,3,67.49,41,14241,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0
29,3,52.6,37,3703,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
30,7,55.24,114,4864,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
76,1,49.25,27,11288,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
14,2,58.52,146,9492,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
14,5,63.29,112,6392,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
16,1,70.33,85,2720,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
15,7,56.59,47,9134,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0
15,1,49.25,52,4310,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
20,1,54.12,33,3998,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
20,5,66.78,68,4989,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
10,5,53.24,47,3233,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
21,10,62.48,58,11134,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
64,10,71.75,37,9298,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
28,3,45.97,80,2875,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
25,2,62.17,37,6893,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
32,5,44.68,80,11802,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0
44,7,49.45,73,11338,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0
55,1,59.64,44,7674,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
21,1,39.74,40,5656,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
41,6,55.58,40,19654,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1.0
46,4,57.61,86,12633,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
21,5,46.98,118,7712,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
45,1,56.45,87,5862,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0
47,5,45.49,67,11903,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
44,1,62.72,43,9496,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0
23,1,39.97,40,5309,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0
19,7,45.35,65,6744,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
10,5,21.13,129,6193,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0
19,1,70.02,54,1978,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
18,6,50.57,77,4857,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
65,8,58.62,48,13138,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
21,7,59.23,77,10039,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
47,7,54.46,29,10859,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
40,1,50.77,146,12277,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
36,5,49.86,21,7071,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
31,1,70.02,78,7456,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
55,10,62.17,60,8946,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0
21,1,62.07,64,5846,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
23,1,55.13,50,7762,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
20,1,75.4,35,6096,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
17,1,65.01,86,3437,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
58,1,47.89,62,9372,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0
25,3,68.4,42,8673,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
16,1,64.85,31,2181,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0
7,1,55.47,59,2200,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
28,1,69.31,75,10543,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
18,1,57.4,54,2350,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
104,11,63.59,52,15493,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0
35,7,52.6,109,8952,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
24,7,57.67,64,3499,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
17,6,50.12,47,2417,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
42,3,47.83,40,10261,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
36,5,57.67,53,4823,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
63,11,64.41,45,7985,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0
34,12,53.61,72,7330,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
31,5,53.85,94,6187,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,2.0
43,4,60.04,50,6844,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
46,4,60.24,23,13722,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
21,4,55.34,62,8818,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0
31,4,62.48,62,8486,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0
41,18,61.26,35,6887,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
30,8,54.63,41,9548,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
15,1,55.17,38,6603,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0
11,1,40.58,39,3181,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
70,10,54.73,34,18330,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0
36,3,70.23,68,7458,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0
6,1,48.64,47,2070,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
47,1,71.24,81,13261,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
21,1,51.18,100,2133,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
38,9,67.99,48,10581,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
22,5,40.28,56,10132,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0
23,1,65.62,46,3172,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
22,1,71.34,64,5702,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0
52,5,46.81,29,13911,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
32,6,57.27,29,7570,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
25,3,60.45,33,6695,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
18,5,59.94,45,6577,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
40,1,55.17,68,7399,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0
39,1,63.7,36,7147,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
23,2,52.29,69,7471,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0
30,1,58.62,69,5962,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0
16,2,60.55,39,4026,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
26,5,70.33,18,6078,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0
27,1,57.1,95,2950,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
23,10,60.65,24,4836,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
33,9,65.73,56,7429,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0
19,1,67.89,64,3682,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0
16,5,49.45,35,5452,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0
35,6,46.71,38,5655,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0
23,1,53.51,39,3993,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0
30,4,63.59,37,6165,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
42,10,60.35,53,8014,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0
17,7,60.75,65,5552,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0
13,5,72.97,51,2542,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
33,1,56.55,49,4207,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
31,10,53.92,42,4506,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
32,1,72.46,77,4399,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
17,5,66.57,35,4357,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0
29,1,47.49,74,3641,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
47,17,55.13,117,15720,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0
7,1,46.3,77,3171,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
52,1,56.45,26,13790,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0
5,1,47.32,66,2746,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
30,1,60.24,57,5749,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0
40,6,66.13,105,13874,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0
25,1,69.31,98,5533,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
75,1,59.64,31,9177,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
26,5,71.44,76,5925,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
35,8,72.46,51,7694,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
124,9,61.06,101,23171,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
32,4,65.32,55,5504,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
82,6,60.04,55,13088,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0
38,6,32.57,49,12830,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
145,17,65.42,81,18017,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
26,5,46.4,86,7068,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0
23,1,36.59,57,3519,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
28,2,54.52,52,4872,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
25,1,69.01,28,5621,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
34,7,63.8,34,7846,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
12,5,23.77,62,3654,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0
13,1,61.67,40,5673,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
12,6,40.58,72,2046,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
30,13,74.39,49,12550,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
59,9,59.64,67,9221,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
36,6,58.11,70,7734,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
35,3,60.85,84,7394,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
60,1,62.78,70,10144,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
21,7,64.41,65,2364,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
63,1,46.78,17,9303,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0
22,4,51.99,51,4862,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
29,14,57.0,20,6106,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
67,1,59.64,89,8360,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0
40,6,37.23,75,8673,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
35,4,53.1,126,8338,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
24,1,46.51,70,6083,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0
25,1,70.63,75,2259,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
112,10,54.97,78,43071,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0
29,1,51.89,63,8983,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
76,16,44.14,42,15018,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
24,2,54.73,69,4642,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
33,1,45.8,38,9269,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0
24,1,26.34,114,2967,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
89,19,65.52,36,8407,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
26,3,61.56,46,5996,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
38,27,52.19,63,5146,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
91,1,53.71,43,11896,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
50,2,58.08,50,8473,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
45,1,56.96,32,8671,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0
62,14,61.06,54,10779,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
27,1,49.35,73,4399,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
28,8,57.81,49,4174,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
21,6,67.76,42,1658,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
33,5,62.58,36,3956,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0
52,4,72.26,64,6839,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
19,4,69.41,50,4282,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0
64,19,64.1,102,11045,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
41,18,57.3,50,6472,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
19,6,50.36,31,4367,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0
30,3,59.33,67,10412,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0
9,1,40.38,103,2318,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
18,10,45.46,42,4649,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
54,16,65.83,34,5596,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
18,1,58.11,70,6997,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
25,1,63.8,41,4279,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0
16,4,65.62,39,2656,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
32,2,43.12,25,8499,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
17,6,61.26,46,5325,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0
14,1,47.12,43,3599,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0
82,4,74.08,41,9906,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0
18,1,54.05,31,2844,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
46,1,67.99,39,8038,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0
26,15,52.8,54,6551,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
30,5,51.18,98,7885,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
33,6,48.09,51,9329,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
37,5,51.48,55,5527,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
59,13,47.59,24,7872,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0
17,7,61.46,42,2608,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
29,1,42.11,86,12924,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0
11,8,55.24,45,5263,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
14,7,48.91,63,3156,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0
11,2,57.3,38,5872,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
7,1,45.56,31,4656,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
59,12,43.32,80,15457,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
36,8,70.13,66,9353,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
38,10,49.11,19,4930,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
80,4,57.1,53,20131,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0
22,5,52.49,61,5380,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0
38,5,53.81,34,8219,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
16,7,63.9,76,7283,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
29,5,44.03,75,3755,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
30,1,63.7,42,7523,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
152,13,72.36,65,26440,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
16,5,40.79,81,3560,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
36,5,55.98,61,10091,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
13,1,61.16,55,3773,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
38,1,51.48,54,8881,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
20,1,44.95,39,6320,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0
30,0,64.75,34,4218,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
28,1,59.67,25,3565,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
11,1,63.19,56,2331,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
8,1,49.25,33,3385,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0
50,3,72.87,19,10096,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0
15,1,67.99,49,3800,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
43,1,58.62,69,5547,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0
67,7,49.65,63,17058,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0
40,1,46.71,119,5380,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
17,1,49.55,32,5640,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
63,11,45.19,28,12286,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
21,2,40.89,33,5025,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0
21,4,43.43,81,8046,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
19,4,64.61,42,2947,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
49,6,58.32,47,11003,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0
16,1,58.92,71,3156,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
27,6,56.39,49,8912,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0
91,7,51.28,67,21684,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0
48,6,65.93,65,11795,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0
21,1,51.78,36,5426,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
